Mois;CSP;Salaire;NbEnfant;SoldeCCP
aout;artisans, commercants, chefs d'entreprise;31762;0;237
septembre;cadre et profession intellectuelles sup;23084;2;236
octobre;artisans, commercants, chefs d'entreprise;26768;0;23
novembre;cadre et profession intellectuelles sup;24686;0;227
decembre;cadre et profession intellectuelles sup;34411;2;32
janvier;artisans, commercants, chefs d'entreprise;29966;1;143
fevrier;artisans, commercants, chefs d'entreprise;31823;2;61
mars;cadre et profession intellectuelles sup;26693;2;59
avril;artisans, commercants, chefs d'entreprise;33167;0;96
mai;cadre et profession intellectuelles sup;29679;2;18
juin;cadre et profession intellectuelles sup;26496;0;101
juillet;cadre et profession intellectuelles sup;27270;2;0
aout;cadre et profession intellectuelles sup;29799;0;68
septembre;artisans, commercants, chefs d'entreprise;24324;1;193
octobre;artisans, commercants, chefs d'entreprise;34327;0;161
novembre;cadre et profession intellectuelles sup;27677;1;221
decembre;artisans, commercants, chefs d'entreprise;31605;0;126
janvier;cadre et profession intellectuelles sup;24371;1;139
fevrier;artisans, commercants, chefs d'entreprise;31835;1;98
mars;artisans, commercants, chefs d'entreprise;34645;1;26
avril;artisans, commercants, chefs d'entreprise;34806;0;133
mai;cadre et profession intellectuelles sup;30324;0;83
juin;artisans, commercants, chefs d'entreprise;31131;1;83
juillet;artisans, commercants, chefs d'entreprise;33367;2;205
aout;cadre et profession intellectuelles sup;33516;1;124
septembre;cadre et profession intellectuelles sup;32225;0;149
octobre;cadre et profession intellectuelles sup;32371;2;87
novembre;artisans, commercants, chefs d'entreprise;30064;2;184
decembre;cadre et profession intellectuelles sup;24961;1;243
janvier;cadre et profession intellectuelles sup;34367;0;243
fevrier;artisans, commercants, chefs d'entreprise;30739;2;179
mars;artisans, commercants, chefs d'entreprise;30559;1;114
avril;cadre et profession intellectuelles sup;33811;1;128
mai;artisans, commercants, chefs d'entreprise;26582;2;109
juin;artisans, commercants, chefs d'entreprise;32081;0;88
juillet;cadre et profession intellectuelles sup;30079;0;244
aout;cadre et profession intellectuelles sup;31416;2;136
septembre;cadre et profession intellectuelles sup;26185;2;237
octobre;artisans, commercants, chefs d'entreprise;26752;1;3
novembre;artisans, commercants, chefs d'entreprise;24084;1;146
decembre;artisans, commercants, chefs d'entreprise;31712;1;55
janvier;artisans, commercants, chefs d'entreprise;30217;2;191
fevrier;artisans, commercants, chefs d'entreprise;33827;1;6
mars;cadre et profession intellectuelles sup;27281;0;157
avril;artisans, commercants, chefs d'entreprise;29086;2;135
mai;artisans, commercants, chefs d'entreprise;29879;0;120
juin;artisans, commercants, chefs d'entreprise;29176;1;32
juillet;artisans, commercants, chefs d'entreprise;25993;2;179
aout;cadre et profession intellectuelles sup;25755;0;67
septembre;artisans, commercants, chefs d'entreprise;31091;1;250
octobre;artisans, commercants, chefs d'entreprise;29642;2;4
novembre;artisans, commercants, chefs d'entreprise;25722;2;218
decembre;cadre et profession intellectuelles sup;31910;0;223
janvier;cadre et profession intellectuelles sup;30215;0;89
fevrier;cadre et profession intellectuelles sup;23302;1;78
mars;cadre et profession intellectuelles sup;32365;1;3
avril;cadre et profession intellectuelles sup;26241;2;232
mai;artisans, commercants, chefs d'entreprise;28024;0;240
juin;artisans, commercants, chefs d'entreprise;32350;1;11
juillet;artisans, commercants, chefs d'entreprise;32428;1;71
aout;artisans, commercants, chefs d'entreprise;27541;0;241
septembre;cadre et profession intellectuelles sup;34982;0;168
octobre;cadre et profession intellectuelles sup;28960;0;110
novembre;artisans, commercants, chefs d'entreprise;34603;1;28
decembre;cadre et profession intellectuelles sup;23821;2;87
janvier;cadre et profession intellectuelles sup;24521;2;9
fevrier;artisans, commercants, chefs d'entreprise;29429;1;122
mars;artisans, commercants, chefs d'entreprise;33647;1;5
avril;artisans, commercants, chefs d'entreprise;29973;0;71
mai;artisans, commercants, chefs d'entreprise;33966;2;147
juin;artisans, commercants, chefs d'entreprise;31321;1;33
juillet;cadre et profession intellectuelles sup;24000;0;238
aout;cadre et profession intellectuelles sup;33089;1;174
septembre;artisans, commercants, chefs d'entreprise;26886;1;248
octobre;artisans, commercants, chefs d'entreprise;23822;0;5
novembre;artisans, commercants, chefs d'entreprise;34706;0;189
decembre;cadre et profession intellectuelles sup;24038;2;142
janvier;cadre et profession intellectuelles sup;24118;2;210
fevrier;cadre et profession intellectuelles sup;28521;1;23
mars;cadre et profession intellectuelles sup;23577;1;86
avril;cadre et profession intellectuelles sup;26788;1;53
mai;artisans, commercants, chefs d'entreprise;24070;1;87
juin;cadre et profession intellectuelles sup;26014;2;101
juillet;cadre et profession intellectuelles sup;28232;0;71
aout;artisans, commercants, chefs d'entreprise;23461;1;138
septembre;artisans, commercants, chefs d'entreprise;30605;1;218
octobre;artisans, commercants, chefs d'entreprise;29390;2;70
novembre;artisans, commercants, chefs d'entreprise;23282;0;55
decembre;artisans, commercants, chefs d'entreprise;26277;0;134
janvier;cadre et profession intellectuelles sup;24377;0;147
fevrier;cadre et profession intellectuelles sup;23353;0;1
mars;artisans, commercants, chefs d'entreprise;23711;1;247
avril;cadre et profession intellectuelles sup;29662;0;201
mai;cadre et profession intellectuelles sup;31312;2;225
juin;cadre et profession intellectuelles sup;23926;2;125
juillet;cadre et profession intellectuelles sup;32384;0;60
aout;artisans, commercants, chefs d'entreprise;27044;0;203
septembre;artisans, commercants, chefs d'entreprise;30452;1;184
octobre;cadre et profession intellectuelles sup;34382;0;229
novembre;cadre et profession intellectuelles sup;25713;0;176
decembre;artisans, commercants, chefs d'entreprise;28709;1;172
janvier;cadre et profession intellectuelles sup;25513;1;30
fevrier;artisans, commercants, chefs d'entreprise;23407;1;173
mars;artisans, commercants, chefs d'entreprise;33602;2;3
avril;artisans, commercants, chefs d'entreprise;30451;0;52
mai;cadre et profession intellectuelles sup;34764;0;106
juin;cadre et profession intellectuelles sup;34234;2;43
juillet;cadre et profession intellectuelles sup;25428;2;182
aout;artisans, commercants, chefs d'entreprise;27426;0;213
septembre;cadre et profession intellectuelles sup;28171;1;4
octobre;cadre et profession intellectuelles sup;33196;1;31
novembre;cadre et profession intellectuelles sup;29841;0;87
decembre;artisans, commercants, chefs d'entreprise;26203;0;167
janvier;cadre et profession intellectuelles sup;24208;0;105
fevrier;cadre et profession intellectuelles sup;31345;0;97
mars;artisans, commercants, chefs d'entreprise;28839;1;114
avril;artisans, commercants, chefs d'entreprise;29506;0;210
mai;cadre et profession intellectuelles sup;33922;1;45
juin;cadre et profession intellectuelles sup;26524;1;111
juillet;cadre et profession intellectuelles sup;23842;1;104
aout;artisans, commercants, chefs d'entreprise;30125;2;18
septembre;artisans, commercants, chefs d'entreprise;25183;2;76
octobre;artisans, commercants, chefs d'entreprise;34922;0;78
novembre;cadre et profession intellectuelles sup;31979;1;161
decembre;artisans, commercants, chefs d'entreprise;24987;1;183
janvier;artisans, commercants, chefs d'entreprise;26750;0;6
fevrier;artisans, commercants, chefs d'entreprise;31067;2;158
mars;cadre et profession intellectuelles sup;25947;2;102
avril;artisans, commercants, chefs d'entreprise;25324;1;170
mai;artisans, commercants, chefs d'entreprise;28683;2;29
juin;artisans, commercants, chefs d'entreprise;31780;1;169
juillet;artisans, commercants, chefs d'entreprise;33480;1;151
aout;cadre et profession intellectuelles sup;32057;2;13
septembre;artisans, commercants, chefs d'entreprise;24347;0;231
octobre;artisans, commercants, chefs d'entreprise;27123;1;137
novembre;cadre et profession intellectuelles sup;28013;0;248
decembre;artisans, commercants, chefs d'entreprise;34869;2;170
janvier;artisans, commercants, chefs d'entreprise;23105;2;106
fevrier;cadre et profession intellectuelles sup;29053;0;22
mars;artisans, commercants, chefs d'entreprise;32500;2;8
avril;cadre et profession intellectuelles sup;23913;0;219
mai;artisans, commercants, chefs d'entreprise;32187;1;148
juin;cadre et profession intellectuelles sup;24529;2;139
juillet;cadre et profession intellectuelles sup;29726;0;181
aout;artisans, commercants, chefs d'entreprise;34622;2;122
septembre;cadre et profession intellectuelles sup;27981;2;182
octobre;cadre et profession intellectuelles sup;25254;2;228
novembre;artisans, commercants, chefs d'entreprise;28418;1;142
decembre;cadre et profession intellectuelles sup;29299;1;28
janvier;cadre et profession intellectuelles sup;34026;0;201
fevrier;cadre et profession intellectuelles sup;24454;0;110
mars;artisans, commercants, chefs d'entreprise;33945;0;5
avril;artisans, commercants, chefs d'entreprise;34598;0;222
mai;cadre et profession intellectuelles sup;29150;1;235
juin;cadre et profession intellectuelles sup;24254;1;96
juillet;artisans, commercants, chefs d'entreprise;33677;0;91
aout;artisans, commercants, chefs d'entreprise;24429;0;151
septembre;artisans, commercants, chefs d'entreprise;33980;0;85
octobre;cadre et profession intellectuelles sup;27084;2;185
novembre;artisans, commercants, chefs d'entreprise;23253;1;52
decembre;artisans, commercants, chefs d'entreprise;27169;0;136
janvier;artisans, commercants, chefs d'entreprise;24501;1;191
fevrier;cadre et profession intellectuelles sup;27239;0;213
mars;cadre et profession intellectuelles sup;29948;2;175
avril;cadre et profession intellectuelles sup;34006;2;194
mai;cadre et profession intellectuelles sup;23854;0;167
juin;cadre et profession intellectuelles sup;26733;0;113
juillet;artisans, commercants, chefs d'entreprise;23659;2;33
aout;cadre et profession intellectuelles sup;23405;1;146
septembre;artisans, commercants, chefs d'entreprise;25413;0;105
octobre;cadre et profession intellectuelles sup;30357;1;26
novembre;artisans, commercants, chefs d'entreprise;29918;0;173
decembre;cadre et profession intellectuelles sup;32977;2;184
janvier;cadre et profession intellectuelles sup;29777;1;171
fevrier;artisans, commercants, chefs d'entreprise;29837;1;38
mars;artisans, commercants, chefs d'entreprise;27873;2;232
avril;artisans, commercants, chefs d'entreprise;23659;2;210
mai;cadre et profession intellectuelles sup;34511;1;101
juin;cadre et profession intellectuelles sup;31290;1;242
juillet;cadre et profession intellectuelles sup;29368;1;248
aout;artisans, commercants, chefs d'entreprise;23109;2;31
septembre;artisans, commercants, chefs d'entreprise;30196;0;223
octobre;cadre et profession intellectuelles sup;28333;2;169
novembre;artisans, commercants, chefs d'entreprise;28678;0;90
decembre;artisans, commercants, chefs d'entreprise;30319;0;77
janvier;cadre et profession intellectuelles sup;30961;1;13
fevrier;cadre et profession intellectuelles sup;27382;1;246
mars;artisans, commercants, chefs d'entreprise;27892;2;98
avril;artisans, commercants, chefs d'entreprise;34774;1;98
mai;cadre et profession intellectuelles sup;24887;1;135
juin;cadre et profession intellectuelles sup;27118;1;117
juillet;artisans, commercants, chefs d'entreprise;30028;1;42
aout;cadre et profession intellectuelles sup;25181;1;86
septembre;artisans, commercants, chefs d'entreprise;23490;2;115
octobre;artisans, commercants, chefs d'entreprise;32113;0;135
novembre;cadre et profession intellectuelles sup;31953;2;103
decembre;cadre et profession intellectuelles sup;32701;2;121
janvier;artisans, commercants, chefs d'entreprise;28936;0;200
fevrier;artisans, commercants, chefs d'entreprise;23510;0;216
mars;artisans, commercants, chefs d'entreprise;25935;0;228
avril;artisans, commercants, chefs d'entreprise;25689;0;102
mai;artisans, commercants, chefs d'entreprise;27488;2;45
juin;cadre et profession intellectuelles sup;23957;0;226
juillet;cadre et profession intellectuelles sup;33302;0;93
aout;artisans, commercants, chefs d'entreprise;25803;0;95
septembre;cadre et profession intellectuelles sup;29657;1;123
octobre;cadre et profession intellectuelles sup;30727;0;78
novembre;cadre et profession intellectuelles sup;34567;1;107
decembre;cadre et profession intellectuelles sup;26818;0;197
janvier;cadre et profession intellectuelles sup;23420;0;105
fevrier;artisans, commercants, chefs d'entreprise;27639;1;247
mars;cadre et profession intellectuelles sup;33816;0;246
avril;artisans, commercants, chefs d'entreprise;29775;0;12
mai;artisans, commercants, chefs d'entreprise;30585;2;34
juin;artisans, commercants, chefs d'entreprise;33823;2;106
juillet;artisans, commercants, chefs d'entreprise;31706;1;39
aout;artisans, commercants, chefs d'entreprise;27068;2;116
septembre;artisans, commercants, chefs d'entreprise;33955;2;226
octobre;cadre et profession intellectuelles sup;30029;0;240
novembre;cadre et profession intellectuelles sup;27138;2;75
decembre;artisans, commercants, chefs d'entreprise;34993;2;216
janvier;artisans, commercants, chefs d'entreprise;33741;0;152
fevrier;artisans, commercants, chefs d'entreprise;24457;0;228
mars;artisans, commercants, chefs d'entreprise;27811;1;166
avril;cadre et profession intellectuelles sup;23902;2;243
mai;artisans, commercants, chefs d'entreprise;24118;1;159
juin;cadre et profession intellectuelles sup;24198;0;43
juillet;artisans, commercants, chefs d'entreprise;29594;1;160
aout;artisans, commercants, chefs d'entreprise;26675;1;145
septembre;cadre et profession intellectuelles sup;28087;2;150
octobre;artisans, commercants, chefs d'entreprise;25487;1;56
novembre;cadre et profession intellectuelles sup;32556;1;142
decembre;artisans, commercants, chefs d'entreprise;34607;1;77
janvier;artisans, commercants, chefs d'entreprise;26308;1;230
fevrier;cadre et profession intellectuelles sup;30723;1;223
mars;cadre et profession intellectuelles sup;23035;2;222
avril;artisans, commercants, chefs d'entreprise;27568;0;99
mai;artisans, commercants, chefs d'entreprise;31869;0;40
juin;artisans, commercants, chefs d'entreprise;34261;0;228
juillet;cadre et profession intellectuelles sup;33790;1;25
aout;cadre et profession intellectuelles sup;34664;1;63
septembre;cadre et profession intellectuelles sup;30168;1;89
octobre;cadre et profession intellectuelles sup;25237;1;109
novembre;cadre et profession intellectuelles sup;28152;0;131
decembre;cadre et profession intellectuelles sup;24993;2;139
janvier;cadre et profession intellectuelles sup;27694;0;172
fevrier;cadre et profession intellectuelles sup;25368;0;176
mars;cadre et profession intellectuelles sup;32377;2;188
avril;cadre et profession intellectuelles sup;23539;0;59
mai;artisans, commercants, chefs d'entreprise;28972;1;124
juin;cadre et profession intellectuelles sup;28695;1;72
juillet;cadre et profession intellectuelles sup;25777;2;123
aout;artisans, commercants, chefs d'entreprise;34848;1;60
septembre;artisans, commercants, chefs d'entreprise;27871;1;104
octobre;artisans, commercants, chefs d'entreprise;29065;0;123
novembre;cadre et profession intellectuelles sup;23422;0;72
decembre;cadre et profession intellectuelles sup;30724;1;182
janvier;artisans, commercants, chefs d'entreprise;23593;1;139
fevrier;artisans, commercants, chefs d'entreprise;23819;1;175
mars;artisans, commercants, chefs d'entreprise;33391;1;54
avril;artisans, commercants, chefs d'entreprise;26834;1;105
mai;cadre et profession intellectuelles sup;25808;1;175
juin;cadre et profession intellectuelles sup;33313;2;13
juillet;artisans, commercants, chefs d'entreprise;33168;1;196
aout;cadre et profession intellectuelles sup;24675;1;206
septembre;cadre et profession intellectuelles sup;31670;2;116
octobre;cadre et profession intellectuelles sup;30808;2;114
novembre;cadre et profession intellectuelles sup;26313;2;77
decembre;artisans, commercants, chefs d'entreprise;28221;2;163
janvier;artisans, commercants, chefs d'entreprise;25559;1;174
fevrier;cadre et profession intellectuelles sup;24427;2;192
mars;artisans, commercants, chefs d'entreprise;29207;0;140
avril;cadre et profession intellectuelles sup;24384;1;116
mai;cadre et profession intellectuelles sup;28091;1;21
juin;cadre et profession intellectuelles sup;30883;2;48
juillet;artisans, commercants, chefs d'entreprise;24834;0;59
aout;artisans, commercants, chefs d'entreprise;32367;1;74
septembre;cadre et profession intellectuelles sup;24546;2;237
octobre;artisans, commercants, chefs d'entreprise;24340;2;2
novembre;cadre et profession intellectuelles sup;27736;0;50
decembre;artisans, commercants, chefs d'entreprise;33580;1;49
janvier;artisans, commercants, chefs d'entreprise;29964;0;246
fevrier;cadre et profession intellectuelles sup;29721;0;192
mars;cadre et profession intellectuelles sup;25733;1;143
avril;cadre et profession intellectuelles sup;29100;1;84
mai;cadre et profession intellectuelles sup;25731;0;193
juin;artisans, commercants, chefs d'entreprise;26832;1;73
juillet;cadre et profession intellectuelles sup;29657;0;179
aout;artisans, commercants, chefs d'entreprise;27284;1;174
septembre;cadre et profession intellectuelles sup;31365;0;185
octobre;artisans, commercants, chefs d'entreprise;27322;1;33
novembre;cadre et profession intellectuelles sup;28555;1;74
decembre;artisans, commercants, chefs d'entreprise;31529;1;225
janvier;cadre et profession intellectuelles sup;30605;0;6
fevrier;cadre et profession intellectuelles sup;27213;0;129
mars;cadre et profession intellectuelles sup;25111;1;21
avril;artisans, commercants, chefs d'entreprise;23209;0;229
mai;artisans, commercants, chefs d'entreprise;34172;2;66
juin;cadre et profession intellectuelles sup;33280;1;236
juillet;artisans, commercants, chefs d'entreprise;28403;0;185
aout;cadre et profession intellectuelles sup;32412;2;42
septembre;artisans, commercants, chefs d'entreprise;31697;0;177
octobre;cadre et profession intellectuelles sup;25373;1;59
novembre;cadre et profession intellectuelles sup;25172;2;11
decembre;artisans, commercants, chefs d'entreprise;25732;1;31
janvier;cadre et profession intellectuelles sup;33840;2;153
fevrier;artisans, commercants, chefs d'entreprise;23299;1;188
mars;cadre et profession intellectuelles sup;31016;1;94
avril;artisans, commercants, chefs d'entreprise;23694;2;190
mai;artisans, commercants, chefs d'entreprise;25784;0;245
juin;artisans, commercants, chefs d'entreprise;33636;2;48
juillet;cadre et profession intellectuelles sup;29252;0;151
aout;cadre et profession intellectuelles sup;32499;1;130
septembre;cadre et profession intellectuelles sup;28354;0;145
octobre;cadre et profession intellectuelles sup;31144;2;213
novembre;artisans, commercants, chefs d'entreprise;27513;2;210
decembre;artisans, commercants, chefs d'entreprise;24809;1;165
janvier;cadre et profession intellectuelles sup;25762;2;129
fevrier;artisans, commercants, chefs d'entreprise;28550;0;38
mars;artisans, commercants, chefs d'entreprise;32172;0;200
avril;artisans, commercants, chefs d'entreprise;28389;2;77
mai;artisans, commercants, chefs d'entreprise;29529;0;55
juin;artisans, commercants, chefs d'entreprise;30312;1;173
juillet;cadre et profession intellectuelles sup;34317;0;32
aout;artisans, commercants, chefs d'entreprise;34856;1;36
septembre;artisans, commercants, chefs d'entreprise;24230;2;86
octobre;cadre et profession intellectuelles sup;28162;0;238
novembre;cadre et profession intellectuelles sup;34976;2;213
decembre;cadre et profession intellectuelles sup;29477;1;102
janvier;cadre et profession intellectuelles sup;25292;0;108
fevrier;artisans, commercants, chefs d'entreprise;32735;0;94
mars;artisans, commercants, chefs d'entreprise;34355;1;7
avril;artisans, commercants, chefs d'entreprise;27434;0;39
mai;cadre et profession intellectuelles sup;33719;2;182
juin;artisans, commercants, chefs d'entreprise;30153;2;76
juillet;artisans, commercants, chefs d'entreprise;26710;1;134
aout;artisans, commercants, chefs d'entreprise;33745;2;69
septembre;cadre et profession intellectuelles sup;33174;0;246
octobre;cadre et profession intellectuelles sup;30863;1;210
novembre;cadre et profession intellectuelles sup;28126;2;4
decembre;artisans, commercants, chefs d'entreprise;29773;0;142
janvier;artisans, commercants, chefs d'entreprise;27264;2;86
fevrier;cadre et profession intellectuelles sup;26822;2;183
mars;artisans, commercants, chefs d'entreprise;32588;0;222
avril;cadre et profession intellectuelles sup;32186;1;206
mai;artisans, commercants, chefs d'entreprise;30207;1;167
juin;cadre et profession intellectuelles sup;34850;0;109
juillet;cadre et profession intellectuelles sup;32800;2;96
aout;cadre et profession intellectuelles sup;34275;2;97
septembre;cadre et profession intellectuelles sup;26930;2;79
octobre;cadre et profession intellectuelles sup;33014;1;97
novembre;artisans, commercants, chefs d'entreprise;26606;1;131
decembre;cadre et profession intellectuelles sup;34419;0;92
janvier;cadre et profession intellectuelles sup;29397;2;246
fevrier;artisans, commercants, chefs d'entreprise;31137;0;114
mars;artisans, commercants, chefs d'entreprise;33905;0;68
avril;artisans, commercants, chefs d'entreprise;33774;1;150
mai;artisans, commercants, chefs d'entreprise;32439;1;13
juin;cadre et profession intellectuelles sup;30365;0;80
juillet;cadre et profession intellectuelles sup;23023;2;179
aout;cadre et profession intellectuelles sup;29177;1;188
septembre;cadre et profession intellectuelles sup;27185;1;236
octobre;cadre et profession intellectuelles sup;26822;0;111
novembre;cadre et profession intellectuelles sup;25061;0;140
decembre;artisans, commercants, chefs d'entreprise;24382;1;2
janvier;cadre et profession intellectuelles sup;24450;2;147
fevrier;cadre et profession intellectuelles sup;25769;2;45
mars;cadre et profession intellectuelles sup;26691;1;115
avril;cadre et profession intellectuelles sup;25322;2;25
mai;cadre et profession intellectuelles sup;30749;1;199
juin;cadre et profession intellectuelles sup;23439;0;82
juillet;cadre et profession intellectuelles sup;27736;1;56
aout;artisans, commercants, chefs d'entreprise;31924;2;234
septembre;artisans, commercants, chefs d'entreprise;24510;1;205
octobre;artisans, commercants, chefs d'entreprise;26848;0;24
novembre;artisans, commercants, chefs d'entreprise;32325;2;59
decembre;artisans, commercants, chefs d'entreprise;24551;2;56
janvier;cadre et profession intellectuelles sup;31193;0;70
fevrier;cadre et profession intellectuelles sup;30191;1;64
mars;cadre et profession intellectuelles sup;32293;0;180
avril;artisans, commercants, chefs d'entreprise;27118;2;58
mai;artisans, commercants, chefs d'entreprise;27735;0;68
juin;cadre et profession intellectuelles sup;25809;0;86
juillet;artisans, commercants, chefs d'entreprise;31132;1;11
aout;cadre et profession intellectuelles sup;29121;2;185
septembre;artisans, commercants, chefs d'entreprise;25647;2;117
octobre;artisans, commercants, chefs d'entreprise;28652;1;179
novembre;cadre et profession intellectuelles sup;33355;0;210
decembre;cadre et profession intellectuelles sup;23371;0;247
janvier;artisans, commercants, chefs d'entreprise;32125;2;122
fevrier;cadre et profession intellectuelles sup;29478;2;153
mars;cadre et profession intellectuelles sup;32074;0;44
avril;artisans, commercants, chefs d'entreprise;31761;1;10
mai;artisans, commercants, chefs d'entreprise;34636;1;131
juin;cadre et profession intellectuelles sup;33865;2;217
juillet;cadre et profession intellectuelles sup;33320;1;208
aout;artisans, commercants, chefs d'entreprise;33238;0;53
septembre;cadre et profession intellectuelles sup;30814;2;153
octobre;cadre et profession intellectuelles sup;25635;1;162
novembre;cadre et profession intellectuelles sup;31511;1;210
decembre;cadre et profession intellectuelles sup;29165;2;58
janvier;artisans, commercants, chefs d'entreprise;30856;2;45
fevrier;cadre et profession intellectuelles sup;26265;0;94
mars;cadre et profession intellectuelles sup;25903;0;46
avril;artisans, commercants, chefs d'entreprise;34133;2;16
mai;artisans, commercants, chefs d'entreprise;34827;2;64
juin;artisans, commercants, chefs d'entreprise;28282;2;68
juillet;artisans, commercants, chefs d'entreprise;23670;2;28
aout;artisans, commercants, chefs d'entreprise;31145;2;13
septembre;artisans, commercants, chefs d'entreprise;29284;1;69
octobre;artisans, commercants, chefs d'entreprise;30419;0;104
novembre;artisans, commercants, chefs d'entreprise;34896;2;73
decembre;artisans, commercants, chefs d'entreprise;34148;1;240
janvier;cadre et profession intellectuelles sup;23845;2;68
fevrier;cadre et profession intellectuelles sup;34583;0;80
mars;artisans, commercants, chefs d'entreprise;23063;0;212
avril;cadre et profession intellectuelles sup;33094;1;232
mai;artisans, commercants, chefs d'entreprise;30622;2;31
juin;artisans, commercants, chefs d'entreprise;34108;0;194
juillet;cadre et profession intellectuelles sup;30097;1;98
aout;cadre et profession intellectuelles sup;28397;2;54
septembre;artisans, commercants, chefs d'entreprise;30831;1;105
octobre;cadre et profession intellectuelles sup;28112;2;128
novembre;artisans, commercants, chefs d'entreprise;24274;2;118
decembre;cadre et profession intellectuelles sup;24383;1;150
janvier;artisans, commercants, chefs d'entreprise;25010;2;224
fevrier;cadre et profession intellectuelles sup;25489;2;11
mars;artisans, commercants, chefs d'entreprise;32026;2;242
avril;artisans, commercants, chefs d'entreprise;34991;1;217
mai;cadre et profession intellectuelles sup;34361;2;143
juin;artisans, commercants, chefs d'entreprise;27853;0;53
juillet;cadre et profession intellectuelles sup;31036;0;204
aout;artisans, commercants, chefs d'entreprise;30028;2;125
septembre;cadre et profession intellectuelles sup;30005;1;128
octobre;artisans, commercants, chefs d'entreprise;29490;0;150
novembre;artisans, commercants, chefs d'entreprise;26934;1;179
decembre;cadre et profession intellectuelles sup;31646;2;14
janvier;cadre et profession intellectuelles sup;26556;0;172
fevrier;artisans, commercants, chefs d'entreprise;29263;0;224
mars;cadre et profession intellectuelles sup;33375;1;142
avril;artisans, commercants, chefs d'entreprise;30358;1;242
mai;cadre et profession intellectuelles sup;32282;2;239
juin;artisans, commercants, chefs d'entreprise;33733;2;149
juillet;cadre et profession intellectuelles sup;29254;0;83
aout;artisans, commercants, chefs d'entreprise;28712;2;159
septembre;cadre et profession intellectuelles sup;32270;1;244
octobre;cadre et profession intellectuelles sup;28943;1;216
novembre;artisans, commercants, chefs d'entreprise;33336;1;133
decembre;cadre et profession intellectuelles sup;33454;1;40
janvier;artisans, commercants, chefs d'entreprise;27261;2;66
fevrier;artisans, commercants, chefs d'entreprise;23040;2;150
mars;cadre et profession intellectuelles sup;30877;1;126
avril;artisans, commercants, chefs d'entreprise;32310;2;116
mai;artisans, commercants, chefs d'entreprise;28553;1;132
juin;cadre et profession intellectuelles sup;34949;2;3
juillet;cadre et profession intellectuelles sup;27752;0;160
aout;cadre et profession intellectuelles sup;27119;2;13
septembre;cadre et profession intellectuelles sup;29330;0;94
octobre;cadre et profession intellectuelles sup;23763;2;87
novembre;artisans, commercants, chefs d'entreprise;27968;1;198
decembre;artisans, commercants, chefs d'entreprise;30099;0;123
janvier;cadre et profession intellectuelles sup;24278;0;9
fevrier;cadre et profession intellectuelles sup;29598;2;175
mars;artisans, commercants, chefs d'entreprise;23944;0;39
avril;artisans, commercants, chefs d'entreprise;29144;2;225
mai;cadre et profession intellectuelles sup;33513;1;212
juin;artisans, commercants, chefs d'entreprise;34269;0;43
juillet;artisans, commercants, chefs d'entreprise;32571;0;114
aout;artisans, commercants, chefs d'entreprise;30805;1;137
septembre;cadre et profession intellectuelles sup;24440;0;172
octobre;cadre et profession intellectuelles sup;29231;2;179
novembre;artisans, commercants, chefs d'entreprise;24381;2;62
decembre;cadre et profession intellectuelles sup;31645;0;11
janvier;cadre et profession intellectuelles sup;33087;2;237
fevrier;artisans, commercants, chefs d'entreprise;32003;0;59
mars;cadre et profession intellectuelles sup;24564;2;248
avril;artisans, commercants, chefs d'entreprise;31090;2;221
mai;cadre et profession intellectuelles sup;28837;2;7
juin;artisans, commercants, chefs d'entreprise;31265;0;96
juillet;cadre et profession intellectuelles sup;30438;0;187
aout;artisans, commercants, chefs d'entreprise;31190;1;28
septembre;cadre et profession intellectuelles sup;23178;0;25
octobre;artisans, commercants, chefs d'entreprise;33417;0;9
novembre;artisans, commercants, chefs d'entreprise;25536;2;217
decembre;cadre et profession intellectuelles sup;25063;1;31
janvier;artisans, commercants, chefs d'entreprise;24681;1;218
fevrier;cadre et profession intellectuelles sup;34430;0;105
mars;cadre et profession intellectuelles sup;32267;1;205
avril;artisans, commercants, chefs d'entreprise;34728;0;241
mai;cadre et profession intellectuelles sup;24035;1;13
juin;artisans, commercants, chefs d'entreprise;26990;2;158
juillet;artisans, commercants, chefs d'entreprise;32815;1;33
aout;cadre et profession intellectuelles sup;29934;1;141
septembre;artisans, commercants, chefs d'entreprise;28525;1;25
octobre;artisans, commercants, chefs d'entreprise;32897;0;119
novembre;artisans, commercants, chefs d'entreprise;31949;2;243
decembre;artisans, commercants, chefs d'entreprise;26438;1;138
janvier;cadre et profession intellectuelles sup;25210;0;128
fevrier;cadre et profession intellectuelles sup;30534;2;39
mars;cadre et profession intellectuelles sup;33989;2;232
avril;artisans, commercants, chefs d'entreprise;27412;0;62
mai;cadre et profession intellectuelles sup;30810;1;189
juin;cadre et profession intellectuelles sup;23458;2;179
juillet;cadre et profession intellectuelles sup;25907;2;56
aout;cadre et profession intellectuelles sup;25472;2;159
septembre;artisans, commercants, chefs d'entreprise;25436;1;78
octobre;cadre et profession intellectuelles sup;26514;1;185
novembre;cadre et profession intellectuelles sup;32765;1;99
decembre;cadre et profession intellectuelles sup;33403;1;154
janvier;cadre et profession intellectuelles sup;30469;0;208
fevrier;artisans, commercants, chefs d'entreprise;30665;2;67
mars;artisans, commercants, chefs d'entreprise;30890;0;110
avril;artisans, commercants, chefs d'entreprise;34389;2;27
mai;artisans, commercants, chefs d'entreprise;27760;2;215
